Hospital,DOS (No Time),Median Decision to Departure,Total Admitted Pts,2-4 Hours,4-6 Hours,6-8 Hours,8-10 Hours,10-12 Hours,12-24 Hours,24-36 Hours,36-48 Hours,> 48 Hours
I,3/20/2022,122,39,19,,,1,,,,,
I,3/21/2022,181,57,30,8,,,,4,,,
I,3/22/2022,202,66,29,15,4,2,1,,,,
I,3/23/2022,184,55,28,12,4,1,,,,,
I,3/24/2022,155,62,28,12,1,,,,,,
I,3/25/2022,127,45,15,8,3,,,,,,
I,3/26/2022,119,40,18,1,1,,,,,,
I,3/27/2022,111,33,12,1,1,,,,,,
I,3/28/2022,129.5,53,23,5,,,,,,,
I,3/29/2022,159,64,33,10,1,,,,,,
I,3/30/2022,152.5,52,25,3,2,,,,,,
I,3/31/2022,131,39,17,2,1,,,,,,
I,4/1/2022,138.5,60,34,3,2,,,,,,
I,4/2/2022,134,57,21,10,,2,1,,,,
I,4/3/2022,179,41,20,7,2,1,,,,,
I,4/4/2022,210,54,29,11,3,1,,1,,,
I,4/5/2022,178,48,18,11,5,3,,,,,
I,4/6/2022,123,48,19,5,1,,,,,,
I,4/7/2022,191,43,23,9,1,,,,,,
I,4/8/2022,176,59,24,8,3,3,1,3,,,
I,4/9/2022,176,47,21,7,7,1,,,,,
I,4/10/2022,164,41,27,3,,,,,,,
I,4/11/2022,160,61,31,9,4,,,1,,,
I,4/12/2022,191,70,31,13,5,1,1,4,,,
I,4/13/2022,214,49,21,9,7,1,,3,,,
I,4/14/2022,195,49,26,8,2,2,,1,,,
I,4/15/2022,213,63,19,13,4,1,3,7,,,
I,4/16/2022,181,39,15,5,4,2,,4,,,
I,4/17/2022,162,41,17,4,3,,,1,,,
I,4/18/2022,234,52,17,15,4,3,1,2,,,
I,4/19/2022,173,58,23,9,3,4,2,1,,,
I,4/20/2022,236.5,60,26,19,5,,1,3,,,
I,4/21/2022,209,63,26,10,5,,3,3,,,
I,4/22/2022,177,45,19,9,3,1,2,2,,,
I,4/23/2022,118,54,19,4,2,,2,,,,
I,4/24/2022,126,46,17,4,2,,,1,,,
I,4/25/2022,207.5,52,21,6,6,2,4,2,,,
I,4/26/2022,200.5,44,19,6,8,1,,1,,,
I,4/27/2022,142,41,21,4,1,,,,,,
I,4/28/2022,161,64,34,10,6,,,,,,
I,4/29/2022,142,56,32,5,2,,,,,,
I,4/30/2022,124.5,43,20,4,,,,,,,
I,5/1/2022,114.5,36,17,,,,,,,,
I,5/2/2022,148,51,19,8,3,1,,,,,
I,5/3/2022,145.5,56,32,4,1,,,,,,
I,5/4/2022,165.5,59,30,6,5,1,1,1,,,
I,5/5/2022,125,40,12,8,2,,,,,,
I,5/6/2022,129,54,24,2,1,1,,,,,
I,5/7/2022,105,53,14,2,1,2,,,,,
I,5/8/2022,109,54,21,2,,1,1,,,,
I,5/9/2022,185.5,61,32,17,3,,1,,,,
I,5/10/2022,204,51,20,14,4,,,3,,,
I,5/11/2022,264,60,19,9,6,6,5,6,,,
I,5/12/2022,252,45,15,8,11,3,1,1,,,
I,5/13/2022,186,69,19,16,7,2,1,1,,,
I,5/14/2022,157.5,35,20,1,3,1,,1,,,
I,5/15/2022,117,56,18,8,2,,1,,,,
I,5/16/2022,206,57,29,12,4,2,,,,,
I,5/17/2022,170,59,26,9,6,2,,,,,
I,5/18/2022,225,54,20,14,2,3,1,1,,,
I,5/19/2022,170,47,25,11,1,1,,,,,
