Hospital ,DOS (No Time),Median Decision to Departure,Total Admitted Pts,2-4 Hours,4-6 Hours,6-8 Hours,8-10 Hours,10-12 Hours,12-24 Hours,24-36 Hours,36-48 Hours,> 48 Hours
A,4/21/2021,136,23,9,2,,,,,,,
A,4/22/2021,118,15,4,1,1,,,,,,
A,4/23/2021,124,19,2,5,1,,,,,,
A,4/24/2021,92,20,5,,,,,,,,
A,4/25/2021,131,26,7,3,3,,,,,,
A,4/26/2021,146,28,9,4,1,,,,,,
A,4/27/2021,109,22,4,2,,,,,,,
A,4/28/2021,103,23,8,,,,,,,,
A,4/29/2021,110.5,24,6,1,1,,,,,,
A,4/30/2021,167.5,29,13,6,,1,,,,,
A,5/1/2021,115.5,21,8,1,,,,,,,
A,5/2/2021,121,26,8,2,2,,,,,,
A,5/3/2021,118,21,6,2,,,,,,,
A,5/4/2021,172.5,34,11,4,3,1,,,,,
A,5/5/2021,117.5,16,7,,,,,,,,
A,5/6/2021,98,22,2,1,,,,,,,
A,5/7/2021,100,23,6,,,,1,,,,
A,5/8/2021,101,17,3,2,,,,,,,
A,5/9/2021,79,21,5,,,,,,,,
A,5/10/2021,107.5,28,6,3,1,,,,,,
A,5/11/2021,81,27,2,1,,,,,,,
A,5/12/2021,120,37,9,6,,,,,,,
A,5/13/2021,130,25,9,1,1,,,,,,
A,5/14/2021,104,28,5,2,1,,,,,,
A,5/15/2021,88,17,5,,,,,,,,
A,5/16/2021,98,20,5,3,,,,,,,
A,5/17/2021,84,23,1,1,,,,,,,
A,5/18/2021,118,21,8,,,,,,,,
A,5/19/2021,153,27,11,1,1,1,,,,,
A,5/20/2021,144,28,8,6,1,,,,,,
A,5/21/2021,165,20,6,2,1,,,1,,,
A,5/22/2021,99,16,3,,1,1,,,,,
A,5/23/2021,147.5,14,5,1,,,,,,,
A,5/24/2021,86,25,6,,1,1,,,,,
A,5/25/2021,117.5,22,8,,,,,,,,
