Hospital ,DOS (No Time),Median Decision to Departure,Total Admitted Pts,2-4 Hours,4-6 Hours,6-8 Hours,8-10 Hours,10-12 Hours,12-24 Hours,24-36 Hours,36-48 Hours,> 48 Hours
A,4/3/2021,98,18,7,,,,,,,,
A,4/4/2021,82.5,29,4,1,1,,,,,,
A,4/5/2021,128.5,24,9,2,1,,,,,,
A,4/6/2021,84.5,16,5,,,,,,,,
A,4/7/2021,190.5,20,5,2,2,3,,,,,
A,4/8/2021,132,35,12,1,2,1,1,,,,
A,4/9/2021,105,19,7,1,,,,,,,
A,4/10/2021,105,9,2,,,,,1,,,
A,4/11/2021,86,21,4,1,,,,,,,
A,4/12/2021,124,21,10,1,,,,,,,
A,4/13/2021,207,35,10,8,2,1,,1,,,
A,4/14/2021,109,22,6,2,,1,,,,,
A,4/15/2021,207,23,7,8,,1,,,,,
A,4/16/2021,130,19,5,2,,,,,,,
A,4/17/2021,126,26,5,5,1,1,,,,,
A,4/18/2021,82.5,21,4,2,,,,,,,
A,4/19/2021,131,24,11,1,1,,,,,,
A,4/20/2021,145.5,26,10,4,,2,,,,,
