Hospital,DOS (No Time),Median Decision to Departure,Total Admitted Pts,2-4 Hours,4-6 Hours,6-8 Hours,8-10 Hours,10-12 Hours,12-24 Hours,24-36 Hours,36-48 Hours,> 48 Hours
F,5/16/2022,402,40,8,6,4,2,4,11,,1,
F,5/17/2022,170,24,14,2,1,1,,1,,,
F,5/18/2022,142,39,18,3,1,,1,1,1,,
F,5/19/2022,164,42,13,8,2,2,1,,1,1,
F,5/20/2022,188.5,36,17,6,3,1,,1,,,
F,5/21/2022,127,41,18,3,1,,,,,,
F,5/22/2022,185.5,34,15,3,3,,1,5,,,
F,5/23/2022,424,42,10,4,4,6,4,7,1,1,
F,5/24/2022,303,54,12,10,2,1,6,13,1,1,
F,5/25/2022,194,43,13,5,2,3,1,4,1,,
F,5/26/2022,184,30,10,5,1,1,2,1,,,
F,5/27/2022,186,34,15,4,,1,,2,,,
F,5/28/2022,144,41,13,9,,1,,,,,
F,5/29/2022,165,39,20,2,5,1,,1,,,
F,5/30/2022,223.5,43,17,4,,2,,9,,1,
F,5/31/2022,208,37,18,5,3,1,1,6,,,
F,6/1/2022,179,37,15,5,1,3,1,,,,
F,6/2/2022,229.5,42,10,7,,3,2,7,,,
F,6/3/2022,312,45,13,12,2,4,,11,,,
F,6/4/2022,175,33,11,4,3,3,1,1,,,
F,6/5/2022,139,39,14,8,,,,2,,,
F,6/6/2022,187,51,23,7,4,3,,4,,,
F,6/7/2022,189,43,14,4,1,2,2,8,1,,
F,6/8/2022,192,43,15,9,2,2,2,4,,1,
F,6/9/2022,279,45,12,12,5,,5,6,,1,
F,6/10/2022,160,41,12,7,2,3,,3,,,
F,6/11/2022,157,30,14,3,1,3,,1,1,,
F,6/12/2022,333,35,7,4,3,1,2,11,,,
F,6/13/2022,180.5,29,12,3,1,2,,2,1,,
F,6/14/2022,145,46,19,9,2,,,,,,
F,6/15/2022,163,41,14,6,5,2,,,,,
F,6/16/2022,184,35,15,8,1,,1,,,1,
F,6/17/2022,174,46,22,7,2,1,,,,,
F,6/18/2022,152,36,15,5,2,1,,,,1,
F,6/19/2022,177,33,18,4,,1,1,1,1,,
F,6/20/2022,151,46,11,3,,1,2,9,1,,
F,6/21/2022,157,35,12,5,3,,,2,,,
F,6/22/2022,129,36,19,1,,,,,,,
F,6/23/2022,152,34,14,5,,,,1,,,
F,6/24/2022,259,48,12,2,5,4,6,6,,1,
F,6/25/2022,178,33,10,9,3,,,,,,
F,6/26/2022,97.5,31,10,,1,,,,,,
F,6/27/2022,163.5,46,17,4,3,2,3,1,1,,
F,6/28/2022,148,31,15,4,1,,,1,,,
F,6/29/2022,180,43,11,8,3,2,1,2,,,
F,6/30/2022,242.5,38,12,5,3,,1,10,,,
F,7/1/2022,155,44,16,6,1,2,3,3,,,
F,7/2/2022,156,38,11,3,2,1,2,,,1,
F,7/3/2022,128.5,29,9,5,2,,,,,,
F,7/4/2022,117.5,35,10,3,2,,,,,,
F,7/5/2022,129,33,8,2,1,2,,2,,,
F,7/6/2022,174,32,13,3,1,2,,,1,,
F,7/7/2022,180.5,48,16,1,3,,3,11,1,,
F,7/8/2022,255,47,15,6,3,3,6,5,,,
F,7/9/2022,119,34,12,2,2,,,,,,
F,7/10/2022,269,39,8,6,4,4,1,6,1,,
F,7/11/2022,254,42,14,8,4,,2,6,,1,
F,7/12/2022,129,38,11,4,1,,,4,,,
F,7/13/2022,165.5,26,7,4,2,,2,2,,,
F,7/14/2022,169.5,38,16,9,1,1,1,,,,
F,7/15/2022,264,49,15,11,2,,2,10,,2,
F,7/16/2022,190,31,16,2,7,1,,1,,,
F,7/17/2022,200,40,13,6,4,1,2,2,,,
F,7/18/2022,455,43,9,6,6,3,2,13,1,,
F,7/19/2022,202,37,11,6,,3,3,2,,1,
F,7/20/2022,182,31,11,4,2,,,5,,,
F,7/21/2022,323.5,34,5,10,5,2,2,3,,,
F,7/22/2022,348,46,11,8,4,5,2,12,,,
F,7/23/2022,381.5,30,4,7,5,3,2,6,,,
F,7/24/2022,549.5,35,3,7,4,3,3,10,4,,
F,7/25/2022,488.5,33,5,4,5,4,2,9,1,,
F,7/26/2022,217.5,32,10,4,6,,,3,1,,
F,7/27/2022,285,38,10,9,4,1,1,7,,,
F,7/28/2022,216.5,41,13,4,1,,1,12,,1,
F,7/29/2022,234,46,16,10,4,2,3,2,,,
F,7/30/2022,145.5,23,11,3,1,1,,1,,,
F,7/31/2022,135,25,11,1,,,1,,1,,
F,8/1/2022,224,44,20,9,2,2,2,4,,,
F,8/2/2022,217,41,14,8,2,2,4,3,,,
F,8/3/2022,332,43,10,6,5,2,2,10,1,,
F,8/4/2022,180,35,9,7,2,1,1,2,,,
F,8/5/2022,179.5,36,11,4,4,1,4,1,,,
F,8/6/2022,146,39,17,5,3,,1,1,1,,
F,8/7/2022,131,41,17,1,2,2,,,,,
F,8/8/2022,249,38,9,7,3,2,,7,2,,
F,8/9/2022,272,47,15,4,4,2,1,13,,1,
F,8/10/2022,287,30,13,4,5,2,1,3,,,
F,8/11/2022,205,41,13,7,2,4,2,1,1,,
F,8/12/2022,171,28,7,6,2,1,1,,,,
F,8/13/2022,150,35,15,6,,1,,1,,,
F,8/14/2022,217,28,12,6,1,1,,,1,1,
F,8/15/2022,275,43,9,9,2,1,4,8,1,,
F,8/16/2022,253,41,12,6,3,1,2,8,,,
F,8/17/2022,151,31,11,5,1,1,1,1,,,
F,8/18/2022,247,34,8,6,4,2,3,2,1,,
F,8/19/2022,228,33,15,5,3,,4,2,,,
F,8/20/2022,403.5,36,7,6,5,2,1,11,,,
F,8/21/2022,143,32,13,3,1,1,,1,,,
F,8/22/2022,419.5,38,6,5,6,2,3,10,,,
F,8/23/2022,168.5,40,14,6,3,2,3,1,1,,
F,8/24/2022,284,33,6,11,4,5,,1,,,
F,8/25/2022,168,46,20,7,1,2,2,2,1,,
F,8/26/2022,188,30,9,8,1,,2,1,,,
F,8/27/2022,115,26,7,4,,,,1,,,
F,8/28/2022,127,42,14,4,,1,1,2,,,
F,8/29/2022,207,49,24,7,4,,2,5,,,
F,8/30/2022,121,33,10,3,2,2,,1,,,
F,8/31/2022,121,44,12,7,2,1,,,,,
F,9/1/2022,196,40,20,5,3,,1,3,1,,
F,9/2/2022,235,49,21,9,4,1,2,8,,,
F,9/3/2022,241,36,13,6,2,6,,3,,,
F,9/4/2022,161.5,35,13,5,2,1,1,1,1,1,
F,9/5/2022,232,36,11,5,3,2,,5,,1,
F,9/6/2022,424,40,6,7,5,4,2,12,1,,
F,9/7/2022,239,36,14,5,1,3,2,6,1,,
F,9/8/2022,511.5,41,5,7,3,5,1,11,3,1,
F,9/9/2022,373.5,39,5,6,6,1,2,8,1,,
F,9/10/2022,280,39,8,10,3,3,1,5,,,
F,9/11/2022,207.5,28,13,4,2,2,2,,,,
F,9/12/2022,208.5,32,16,9,2,,,2,,,
F,9/13/2022,184,40,16,6,3,,1,,,,
F,9/14/2022,151.5,37,13,4,1,,1,4,,1,
F,9/15/2022,308,35,8,6,4,4,2,5,,,
F,9/16/2022,139,44,19,2,4,1,2,1,,,
F,9/17/2022,235,39,9,6,4,,,8,,,
F,9/18/2022,249,36,12,7,2,1,5,2,,1,
F,9/19/2022,594,42,6,2,4,4,,20,,,
F,9/20/2022,152,38,17,1,1,,1,6,,,
F,9/21/2022,174,43,15,4,4,,2,3,,,
F,9/22/2022,273,32,7,7,4,,1,5,,,
F,9/23/2022,191,39,16,8,1,3,,1,,,
F,9/24/2022,190,21,6,5,3,,1,,,,
F,9/25/2022,161.5,40,22,4,,1,,1,1,,
F,9/26/2022,284.5,44,13,11,5,1,1,6,,,
F,9/27/2022,270,33,9,6,1,2,5,4,,,
F,9/28/2022,418,41,10,8,4,4,1,13,1,,
F,9/29/2022,345.5,40,6,8,3,1,3,10,1,,
F,9/30/2022,271.5,35,11,6,4,1,1,8,,,
F,10/1/2022,420.5,30,6,2,2,3,,10,,1,
F,10/2/2022,633,34,1,6,5,,1,13,2,2,
F,10/3/2022,"1,039.50",37,2,2,,1,5,18,5,1,
F,10/4/2022,469,36,3,3,7,2,1,12,,1,
F,10/5/2022,187,31,17,3,3,,,2,,,
F,10/6/2022,,35,,,,,,,,,
F,10/7/2022,162.5,30,16,4,2,,1,,,,
F,10/8/2022,160,33,13,4,2,2,,,,,
F,10/9/2022,388,37,11,2,6,3,4,8,,,
F,10/10/2022,330.5,42,10,8,4,2,2,9,,,
F,10/11/2022,191.5,36,12,8,5,,,2,,,
F,10/12/2022,128,46,18,4,,,1,1,,2,
F,10/13/2022,158,36,13,4,,2,1,3,2,,
F,10/14/2022,182,34,15,6,1,1,,2,,,
F,10/15/2022,155,35,17,2,1,,,1,1,,
F,10/16/2022,145,37,12,6,1,1,1,2,,,
F,10/17/2022,826.5,41,4,4,3,2,,19,3,1,
F,10/18/2022,601.5,36,5,7,1,2,1,16,,,
F,10/19/2022,310,32,8,10,1,2,,9,,,
F,10/20/2022,447.5,41,8,6,4,2,2,13,,,
F,10/21/2022,261,35,10,10,3,1,2,2,2,,
F,10/22/2022,334,41,8,11,2,,1,13,,1,
F,10/23/2022,460,39,7,3,4,3,1,12,1,,
F,10/24/2022,778,40,2,4,3,2,1,20,,,
F,10/25/2022,617.5,41,10,5,1,4,1,16,4,,
F,10/26/2022,704,29,,2,3,4,1,14,,,
F,10/27/2022,424,39,6,5,3,4,8,5,,,
F,10/28/2022,285,37,12,5,5,4,1,5,,,
F,10/29/2022,304,30,5,5,3,2,3,5,,,
F,10/30/2022,270,46,12,7,6,1,3,8,,,
F,10/31/2022,462,35,4,6,4,2,4,9,1,1,
F,11/1/2022,356,37,12,4,4,3,1,7,1,1,
F,11/2/2022,191,36,16,8,,,,6,,,
F,11/3/2022,280,33,10,3,3,2,3,5,1,,
F,11/4/2022,217,35,12,9,1,2,1,2,,,
F,11/5/2022,216.5,34,13,5,4,2,1,2,,,
F,11/6/2022,171,38,16,6,3,,2,2,,,
F,11/7/2022,312,42,15,7,8,5,2,5,,,
F,11/8/2022,524,39,5,5,3,9,2,9,2,,
F,11/9/2022,704,35,1,2,3,2,5,15,2,,
F,11/10/2022,538,40,10,4,2,3,4,12,1,,
F,11/11/2022,265,39,13,8,2,2,4,4,,,
F,11/12/2022,303.5,42,11,6,6,2,1,7,1,,
F,11/13/2022,713,33,3,3,4,2,1,12,4,,
F,11/14/2022,666,36,8,4,2,2,2,11,5,1,
F,11/15/2022,783,39,7,4,2,,1,16,3,1,
F,11/16/2022,679,32,3,3,1,3,5,8,7,,
F,11/17/2022,700,39,6,4,3,5,2,14,3,1,
F,11/18/2022,567,33,6,3,3,2,7,9,,,
F,11/19/2022,192,36,12,6,2,1,,2,1,,
F,11/20/2022,303,47,11,12,4,3,1,6,2,,
F,11/21/2022,787,44,5,3,3,3,,20,7,1,
F,11/22/2022,683,35,6,4,3,1,2,16,,1,
F,11/23/2022,462.5,47,7,10,1,10,1,11,,1,
F,11/24/2022,650,33,7,2,3,1,,12,4,,
F,11/25/2022,839,50,4,4,4,2,5,23,3,2,
F,11/26/2022,876,31,3,2,1,2,,13,4,,
F,11/27/2022,707,39,3,4,4,2,3,9,8,1,
F,11/28/2022,926,33,1,2,1,3,2,16,6,,
F,11/29/2022,560,42,7,6,3,2,3,9,6,1,
F,11/30/2022,812,39,2,2,3,3,6,17,5,1,
F,12/1/2022,851,34,2,2,1,4,2,12,6,,
F,12/2/2022,809,32,,3,7,1,2,12,4,,
F,12/3/2022,548,33,2,6,2,3,,14,1,,
F,12/4/2022,770,25,5,2,1,1,1,2,6,4,
F,12/5/2022,"1,311",33,2,3,,,,12,6,7,
F,12/6/2022,920,23,1,4,2,2,1,7,2,3,
F,12/7/2022,938.5,34,2,2,4,1,2,17,3,,
F,12/8/2022,313,39,9,7,3,4,1,9,1,,
F,12/9/2022,287.5,30,9,4,3,,1,9,,,
F,12/10/2022,399,41,9,8,3,4,3,10,1,,
F,12/11/2022,260,35,15,4,1,1,1,9,1,1,
F,12/12/2022,792,40,8,3,3,1,2,18,2,,
F,12/13/2022,368,42,7,7,6,2,1,10,1,,
F,12/14/2022,208,38,5,4,2,,1,,,,
F,12/15/2022,311,28,3,2,1,2,2,,,,
F,12/16/2022,147.5,37,9,1,1,,,,,,
F,12/17/2022,115,31,9,,,1,1,,,,
F,12/18/2022,130,41,14,1,2,,,,,,
F,12/19/2022,188,44,11,6,,2,,,,,
F,12/20/2022,273.5,37,4,7,,1,1,1,,,
F,12/21/2022,256,45,2,2,3,,1,,,,
F,12/22/2022,241,41,4,4,1,,,2,,,
F,12/23/2022,266,26,4,5,,3,1,,,,
F,12/24/2022,110,20,5,2,,,,,,,
F,12/25/2022,138,23,6,1,,,,,,,
F,12/26/2022,193,38,7,7,1,1,1,,,,
F,12/27/2022,278.5,36,1,4,2,2,1,1,,,
F,12/28/2022,329,40,6,2,2,3,3,1,,,
F,12/29/2022,167,44,3,1,3,1,2,1,,,
F,12/30/2022,178,40,3,2,,1,,3,,,
F,12/31/2022,221,33,7,7,2,,,1,,,
