Hospital,DOS (No Time),Median Decision to Departure,Total Admitted Pts,2-4 Hours,4-6 Hours,6-8 Hours,8-10 Hours,10-12 Hours,12-24 Hours,24-36 Hours,36-48 Hours,> 48 Hours
C,4/5/2022,60.5,7,,,,,,,,,
C,4/6/2022,112,6,2,,,,,,,,
C,4/7/2022,92,7,1,,,,,,,,
C,4/8/2022,112.5,3,1,,,,,,,,
C,4/9/2022,80.5,6,,,,,,,,,
C,4/10/2022,47,4,,,,,,,,,
C,4/11/2022,115.5,16,4,2,,,,,,,
C,4/12/2022,171.5,7,4,,,,,,,,
C,4/13/2022,141.5,5,3,,,,,,,,
C,4/14/2022,108.5,5,,1,,,,,,,
C,4/15/2022,104,4,1,,,,,,,,
C,4/16/2022,56.5,3,,,,,,,,,
C,4/17/2022,124,7,2,,,1,,,,,
C,4/18/2022,67,3,,,,,,,,,
C,4/19/2022,81,4,,,,,,,,,
C,4/20/2022,,2,,,,,,,,,
C,4/21/2022,122,6,3,,,,,,,,
C,4/22/2022,50,3,,,,,,,,,
C,4/23/2022,50,5,,,,,,,,,
C,4/24/2022,121,5,2,,1,,,,,,
C,4/25/2022,,3,,,,,,,,,
C,4/26/2022,58,2,,,,,,,,,
C,4/27/2022,145,3,1,,,,,,,,
C,4/28/2022,605.5,3,,1,,,,1,,,
C,4/29/2022,49,6,,,,,,,,,
C,4/30/2022,109.5,2,1,,,,,,,,
C,5/1/2022,60,3,1,,,,,,,,
C,5/2/2022,75,10,1,,,,,,,,
C,5/3/2022,273,9,3,2,1,1,,,,,
C,5/4/2022,84.5,7,2,,,,,,,,
C,5/5/2022,114,7,2,,,,,,,,
C,5/6/2022,77,8,1,,,,,,,,
C,5/8/2022,52,7,,,,,,,,,
C,5/9/2022,73.5,3,,,,,,,,,
C,5/10/2022,103.5,7,3,,,,,,,,
C,5/11/2022,150,2,1,,,,,,,,
C,5/12/2022,92,8,2,,,,,,,,
C,5/14/2022,46,3,,,1,,,,,,
C,5/15/2022,89,5,,,,,,,,,
C,5/16/2022,429,8,1,1,2,2,,,,,
C,5/17/2022,106.5,9,2,,,,,,,,
C,5/18/2022,95,5,,1,,,,,,,
C,5/19/2022,78,4,,,,,,,,,
C,5/20/2022,100,16,4,,,,,,,,
C,5/21/2022,74,7,,,1,,,,,,
C,5/22/2022,170,4,2,,,,,,,,
C,5/23/2022,179,8,3,1,,,,,,,
C,5/24/2022,154.5,2,,1,,,,,,,
C,5/25/2022,158,2,1,,,,,,,,
C,5/26/2022,89,10,1,,,,,,,,
C,5/27/2022,120,5,2,,,,,,,,
C,5/28/2022,145,4,2,,,,,,,,
C,5/29/2022,65,8,1,,,,,,,,
C,5/30/2022,99,6,1,1,,,,,,,
C,5/31/2022,158,10,6,2,,,,,,,
C,6/1/2022,103,9,2,1,,,,,,,
C,6/2/2022,244,7,2,2,,,1,2,,,
C,6/3/2022,69.5,8,,,,,,,,,
C,6/4/2022,76.5,4,,,,,,1,,,
C,6/5/2022,68,2,,,,,,,,,
C,6/6/2022,136,5,3,,,,,,,,
C,6/7/2022,108,4,1,,,,,,,,
C,6/8/2022,237,5,1,,1,,,1,,,
C,6/9/2022,75,3,,,,,,,,,
