Hospital,DOS (No Time),Median Decision to Departure,Total Admitted Pts,2-4 Hours,4-6 Hours,6-8 Hours,8-10 Hours,10-12 Hours,12-24 Hours,24-36 Hours,36-48 Hours,> 48 Hours
C,7/23/2022,176,10,3,1,1,,,,,,
C,7/24/2022,135,5,2,,,,,,,,
C,7/25/2022,106.5,9,1,1,,,,,,,
C,7/26/2022,364.5,5,1,,,1,,,,,
C,7/27/2022,109,6,,,,,,,,,
C,7/28/2022,88,2,,,,,,,,,
C,7/29/2022,97,5,2,,,,,,,,
C,7/30/2022,60,3,,,,,,,,,
C,7/31/2022,71,3,,,,,,,,,
C,8/1/2022,17,2,,,,,,,,,
C,8/2/2022,46.5,4,,,,,,,,,
C,8/3/2022,63.5,3,,,,,,,,,
C,8/4/2022,118.5,6,1,,,,,,,,
C,8/5/2022,234,5,1,1,,1,,,,,
C,8/6/2022,61.5,2,,,,,,,,,
C,8/7/2022,128,6,2,,,,,,,,
C,8/8/2022,66,3,1,,,,,,,,
C,8/9/2022,17,1,,,,,,,,,
C,8/10/2022,93,5,,,,1,,,,,
C,8/11/2022,52,5,,,,,,,,,
C,8/12/2022,75,8,2,,,,,,,,
C,8/13/2022,101,5,2,,,,,,,,
C,8/14/2022,159,3,1,,,,,1,,,
C,8/15/2022,44,5,1,,,,,,,,
C,8/16/2022,262.5,4,2,1,1,,,,,,
C,8/17/2022,82,3,,,,,,,,,
C,8/18/2022,132,7,3,,,,,,,,
C,8/19/2022,125,6,2,,,,,,,,
C,8/20/2022,40,5,,1,,,,,,,
C,8/21/2022,183,7,2,1,,,,,,,
C,8/22/2022,158.5,9,5,,1,,,,,,
C,8/23/2022,128,6,3,,,,,,,,
C,8/24/2022,152,8,2,1,1,,,,,,
C,8/25/2022,32.5,2,,,,,,,,,
C,8/26/2022,47,3,,1,,,,,,,
C,8/27/2022,60,2,,,,,,,,,
C,8/28/2022,55.5,2,,,,,,,,,
C,8/29/2022,70,9,3,,,,,,,,
C,8/30/2022,46,3,,,,,,,,,
C,8/31/2022,88,8,3,,,,,,,,
C,9/1/2022,136,7,3,,,,,1,,,
C,9/2/2022,58,2,,,,,,,,,
C,9/3/2022,99,3,,,,,,1,,,
C,9/4/2022,55,4,,,,,,,,,
C,9/5/2022,65,5,1,,,,,,,,
C,9/6/2022,81.5,6,2,,,,,,,,
C,9/7/2022,71,3,1,,,,,,,,
C,9/9/2022,60,7,1,,,,,,,,
C,9/10/2022,55.5,6,1,,,,,,,,
C,9/11/2022,85.5,5,,,,1,,,,,
C,9/12/2022,,2,,,,,,,,,
C,9/13/2022,97,3,1,,,,,,,,
C,9/14/2022,121,10,4,,,,,,,,
C,9/15/2022,100.5,9,1,,,,,,,,
C,9/16/2022,263,8,2,2,2,,,,,,
C,9/17/2022,97,7,,,,,,,,,
C,9/18/2022,263.5,3,1,,1,,,,,,
C,9/19/2022,388.5,4,1,,,1,,,,,
C,9/20/2022,105,4,,,,,,,1,,
C,9/21/2022,71.5,5,,,,,,,,,
C,9/22/2022,74,5,1,,,,,,,,
C,9/23/2022,94.5,6,,,,,,,,,
C,9/24/2022,201,2,1,,,,,,,,
C,9/25/2022,62,4,1,,,,,,,,
C,9/26/2022,99,7,2,1,,,,,,,
C,9/27/2022,88,7,1,,,,,,,,
C,9/28/2022,96,6,2,,,,,,,,
C,9/29/2022,105,12,3,1,,,,,,,
C,9/30/2022,137,5,3,,,,,,,,
C,10/1/2022,140,7,2,,,,,,,,
C,10/2/2022,80,8,2,,,,,,,,
C,10/3/2022,118,14,2,2,,,,,,,
C,10/4/2022,229,11,1,3,1,1,,,,,
C,10/5/2022,125,3,2,,,,,,,,
C,10/6/2022,104,5,1,,1,,,,,,
C,10/7/2022,86,3,1,,,,,,,,
C,10/8/2022,55,3,,,,,,,,,
C,10/9/2022,47,4,,,,,,,,,
C,10/10/2022,167.5,2,1,,,,,,,,
C,10/11/2022,330,8,,1,1,,,2,1,,
C,10/12/2022,78,9,3,,,,,,,,
C,10/13/2022,186,3,,1,,,,,,,
C,10/14/2022,76,4,,,,,,,,,
C,10/15/2022,67.5,5,,,,,,,,,
C,10/16/2022,102.5,5,1,,,,,,,,
C,10/17/2022,100,4,,,1,,,,,,
C,10/18/2022,126,5,3,,,,,,,,
C,10/19/2022,212.5,2,,1,,,,,,,
C,10/20/2022,100,6,2,1,,,,,,,
C,10/21/2022,75,10,1,,,,,,,,
C,10/22/2022,"1,039",2,,,,,,1,,,
C,10/23/2022,209.5,5,,1,,,1,,,,
C,10/24/2022,66,4,,,,,,,,,
C,10/25/2022,32,2,,,,,,,,,
C,10/26/2022,147,5,1,,,1,,1,,,
C,10/27/2022,188,5,1,1,,,,1,,,
C,10/28/2022,151.5,9,1,,,,3,,,,
C,10/29/2022,169.5,9,3,,1,,,2,,,
C,10/30/2022,184.5,4,3,,,,,,,,
C,10/31/2022,47,3,,,,,,,,,
C,11/1/2022,780.5,2,,,,,,,1,,
C,11/2/2022,88,5,1,,,,,,,,
C,11/3/2022,75,5,1,,,,,,,,
C,11/4/2022,95,2,,,,,,,,,
C,11/5/2022,43,2,,,,,,,,,
C,11/6/2022,42.5,4,1,,,,,,,,
C,11/7/2022,47.5,2,,,,,,,,,
C,11/8/2022,75,5,1,,,,,,,,
C,11/9/2022,101,6,2,,,,,,,,
C,11/10/2022,74.5,5,,,,,,,,,
C,11/11/2022,165,1,1,,,,,,,,
C,11/12/2022,94,3,1,,,,,,,,
C,11/13/2022,141.5,2,1,,,,,,,,
C,11/14/2022,146.5,5,2,,,,,,,,
C,11/15/2022,94,5,,,1,,,,,,
C,11/16/2022,47,3,,,,,,,,,
C,11/17/2022,69,1,,,,,,,,,
C,11/18/2022,114,10,2,,1,,,,,,
C,11/19/2022,47,5,1,,,,,,,,
C,11/20/2022,45,4,,,,,,,,,
C,11/21/2022,827.5,4,,,,,,,1,,
C,11/22/2022,,1,,,,,,,,,
C,11/23/2022,62,2,,,,,,,,,
C,11/24/2022,344,7,2,,,1,,2,,,
C,11/25/2022,140,5,1,,,,,1,,,
C,11/26/2022,67.5,4,1,,,,,,,,
C,11/27/2022,209.5,6,,1,,,,,,,
C,11/28/2022,115.5,2,1,,,,,,,,
C,11/29/2022,632,2,1,,,,,1,,,
C,11/30/2022,203,9,2,1,2,,,,,,
C,12/1/2022,219,5,3,,,1,,,,,
C,12/2/2022,,2,,,,,,,,,
C,12/3/2022,159,2,2,,,,,,,,
C,12/4/2022,,1,,,,,,,,,
C,12/5/2022,130,3,1,,,,,,,,
C,12/6/2022,168,5,2,1,,,,,,,
C,12/7/2022,611,9,,,1,,1,1,1,,
C,12/8/2022,356.5,4,,2,2,,,,,,
C,12/9/2022,219,10,3,1,1,,,1,,,
C,12/10/2022,634,3,,,,,1,1,,,
C,12/11/2022,879,6,1,,,1,,3,,,
C,12/12/2022,830,6,,,,,,4,,,
C,12/13/2022,517.5,2,,,,,,1,,,
C,12/14/2022,568,3,,,,1,,,,,
C,12/15/2022,140.5,6,3,,,,,,,,
C,12/17/2022,12,4,,,,,,,,,
C,12/18/2022,69,7,,,,,,,,,
C,12/19/2022,133.5,7,1,,,,,,,,
C,12/20/2022,82,3,,,,,,,,,
C,12/21/2022,101.5,4,1,,,,,,,,
C,12/22/2022,39.5,4,,,,,,,,,
C,12/23/2022,,2,,,,,,,,,
C,12/24/2022,22,3,,,,,,,,,
C,12/25/2022,854,1,,,,,,1,,,
C,12/26/2022,,2,,,,,,,,,
C,12/27/2022,206,3,1,1,,,,,,,
C,12/28/2022,108,8,1,,,,,,,,
C,12/29/2022,131,8,2,1,,,,,,,
C,12/30/2022,105.5,3,1,,,,,,,,
C,12/31/2022,115,7,2,,,,,,,,
