Hospital,DOS (No Time),Median Decision to Departure,Total Admitted Pts,2-4 Hours,4-6 Hours,6-8 Hours,8-10 Hours,10-12 Hours,12-24 Hours,24-36 Hours,36-48 Hours,> 48 Hours
D,2/28/2021,107.5,34,7,3,1,,,,,,
D,3/1/2021,131,51,22,4,,1,,,1,,
D,3/2/2021,129,44,21,3,1,,,,,,
D,3/3/2021,119.5,53,22,4,,,,,1,,
D,3/4/2021,126,47,24,2,1,,,,,,
D,3/5/2021,148,51,25,2,2,1,,1,1,,
D,3/6/2021,122,41,17,1,,,1,,1,,
D,3/7/2021,124,47,18,4,,,,1,1,,
D,3/8/2021,114.5,58,22,5,,,,1,,,
D,3/9/2021,127,45,16,4,1,,2,,,,
D,3/10/2021,131,59,28,4,1,,,2,,,
D,3/11/2021,127,54,26,1,2,,,,,,
D,3/12/2021,113,49,18,3,,2,,,,,
D,3/13/2021,135,38,15,5,1,,,1,1,,
D,3/14/2021,116.5,48,13,3,2,,,,,,
D,3/15/2021,113.5,46,16,4,,,,1,,,
D,3/16/2021,128,47,22,5,,,,,,,
D,3/17/2021,132,55,24,6,,1,,1,,,
D,3/18/2021,163,46,27,4,,,,1,,,
D,3/19/2021,144,47,16,4,2,1,,2,,,
D,3/20/2021,130,45,21,1,1,,,,,,
D,3/21/2021,115.5,46,15,4,,,,3,,,
D,3/22/2021,137,44,22,4,2,,,,,,
D,3/23/2021,138,48,24,5,1,,,,,,
D,3/24/2021,157,53,25,8,,,,1,,,
D,3/25/2021,118,50,17,6,,,,1,,,
D,3/26/2021,148,49,32,2,,,,,,,
D,3/27/2021,105,42,14,2,,,,,,,
D,3/28/2021,131.5,51,20,7,,1,,,,,
D,3/29/2021,121,61,20,9,2,,,,,,
D,3/30/2021,159,57,32,7,3,,,1,,,
D,3/31/2021,159,49,25,5,1,1,,1,,,
D,4/1/2021,115,43,14,4,,,,,,,
D,4/2/2021,115,44,16,3,,,,2,,,
D,4/3/2021,118,44,16,5,,,,,,,
D,4/4/2021,126.5,44,19,3,1,,,1,,,
D,4/5/2021,134,66,23,9,1,,,1,,,
D,4/6/2021,147,58,22,12,,,,,,,
D,4/7/2021,143,56,27,4,1,,,3,1,,
D,4/8/2021,141,52,24,7,,,,1,,,
D,4/9/2021,130,57,24,4,,,,,,,
D,4/10/2021,123.5,36,15,5,,,,,,,
D,4/11/2021,98,51,15,3,,,,,,,
D,4/12/2021,129.5,52,23,7,,,,1,,,
D,4/13/2021,154,51,23,7,2,1,1,,,,
D,4/14/2021,104,53,18,4,,,,,,,
D,4/15/2021,125.5,46,24,2,,,,1,,,
D,4/16/2021,129,58,26,7,,,,,,,
D,4/17/2021,92.5,49,13,3,1,,,,,,
D,4/18/2021,116,48,19,2,1,,,1,,,
D,4/19/2021,157.5,55,25,10,2,,,,,,
D,4/20/2021,180,41,17,9,,,,,,,
D,4/21/2021,104.5,55,19,5,,,,,,,
D,4/22/2021,161,55,38,3,,,,,,,
D,4/23/2021,121,59,25,4,1,,,,,,
D,4/24/2021,97,48,11,3,,,,,,,
D,4/25/2021,103.5,48,11,3,,,,1,1,,
D,4/26/2021,137,70,30,7,2,1,,,,,
D,4/27/2021,136,43,16,6,,,,2,1,,
D,4/28/2021,118,69,26,7,,,1,,,,
D,4/29/2021,139.5,45,22,5,,,,,,,
D,4/30/2021,112,52,16,4,2,,,,2,1,
D,5/1/2021,133,51,23,3,1,,1,,1,1,
D,5/2/2021,125,44,18,3,,,,1,,,
D,5/3/2021,137,58,22,7,1,,,1,,1,
D,5/4/2021,161.5,42,22,3,1,,,2,,,
D,5/5/2021,139.5,66,27,7,,,1,1,,,
D,5/6/2021,138,43,21,4,,,,1,,,
D,5/7/2021,99,41,9,2,2,,,,,,
D,5/8/2021,110,46,16,3,2,1,,,,,
