Hospital,DOS (No Time),Median Decision to Departure,Total Admitted Pts,2-4 Hours,4-6 Hours,6-8 Hours,8-10 Hours,10-12 Hours,12-24 Hours,24-36 Hours,36-48 Hours,> 48 Hours
B,7/7/2022,334,3,,,,1,,,,,
B,7/8/2022,126,8,3,,,,,,,,
B,7/9/2022,69,10,1,,,,,,,,
B,7/10/2022,72,11,1,1,,,,,,,
B,7/11/2022,66.5,9,2,,,,,,,,
B,7/12/2022,44,7,,,,,,,,,
B,7/13/2022,101,7,2,1,,,,,,,
B,7/14/2022,54.5,7,,,,,,,,,
B,7/15/2022,104,8,3,,,,,,,,
B,7/16/2022,64,7,1,,,,,,,,
B,7/17/2022,96.5,8,3,1,,,,,,,
B,7/18/2022,255,8,1,2,1,1,,,,,
B,7/19/2022,58.5,8,,,,,,,,,
B,7/20/2022,127,7,3,,,,,,,,
B,7/21/2022,96.5,7,,1,,,,,,,
B,7/22/2022,128,4,2,,,,,,,,
B,7/23/2022,69,5,,1,,,,,,,
B,7/24/2022,73.5,6,,1,,,,,,,
B,7/25/2022,65.5,9,1,,,,,,,,
B,7/26/2022,51.5,2,,,,,,,,,
B,7/27/2022,90,8,,,,,,,,,
B,7/28/2022,90,8,,2,,,,,,,
B,7/29/2022,70.5,9,2,,,,,,,,
