Hospital,DOS (No Time),Median Decision to Departure,Total Admitted Pts,2-4 Hours,4-6 Hours,6-8 Hours,8-10 Hours,10-12 Hours,12-24 Hours,24-36 Hours,36-48 Hours,> 48 Hours
G,5/16/2022,187.5,36,16,6,3,2,,,,,
G,5/17/2022,165.5,53,21,5,2,3,1,5,1,,
G,5/18/2022,164.5,42,13,6,1,1,1,6,,,
G,5/19/2022,241,46,14,10,5,2,2,3,,,
G,5/20/2022,174,45,15,7,2,3,1,4,1,,
G,5/21/2022,153,35,9,3,2,1,3,1,,,
G,5/22/2022,142,46,16,6,1,1,2,2,,,
G,5/23/2022,241,47,14,6,4,3,3,6,,,
G,5/24/2022,287,41,7,6,2,,5,9,,,
G,5/25/2022,203,33,11,9,2,,2,1,,,
G,5/26/2022,168,41,14,6,4,2,,3,,,
G,5/27/2022,136,55,28,,2,,1,1,,,
G,5/28/2022,175,33,11,2,2,2,1,3,,,
G,5/29/2022,126.5,51,21,4,1,,2,,,,
G,5/30/2022,190,44,15,7,1,,4,5,,1,
G,5/31/2022,250,40,8,7,5,3,1,5,1,,
G,6/1/2022,251,46,16,8,6,2,4,4,,,
G,6/2/2022,128,39,13,3,2,1,,1,,,
G,6/3/2022,191.5,35,13,7,1,,2,2,,,
G,6/4/2022,119,39,9,2,4,2,,1,,,
G,6/5/2022,205,41,11,5,2,1,2,7,1,,
G,6/6/2022,331.5,38,4,8,6,2,2,7,,,
G,6/7/2022,225,52,17,5,4,3,2,7,1,,
G,6/8/2022,213,50,15,4,6,3,4,4,,1,
G,6/9/2022,286.5,36,12,6,2,2,2,5,1,1,
G,6/10/2022,337,40,8,4,5,3,1,8,,,
G,6/11/2022,242.5,40,6,4,4,2,2,7,,,
G,6/12/2022,239.5,47,9,2,4,2,1,12,2,,
G,6/13/2022,304,42,8,7,2,1,3,7,3,,
G,6/14/2022,267,38,5,5,6,1,1,4,2,,
G,6/15/2022,204,36,7,3,3,2,1,6,1,,
G,6/16/2022,201.5,43,17,7,4,1,,5,,,
G,6/17/2022,204,53,18,8,5,,3,1,,,
G,6/18/2022,192.5,27,9,7,,,,2,,,
G,6/19/2022,183,40,9,2,4,5,2,3,,,
G,6/20/2022,176.5,55,28,7,3,,2,3,1,,
G,6/21/2022,272.5,41,10,8,2,3,3,6,,,
G,6/22/2022,169,45,11,9,2,1,1,5,,,
G,6/23/2022,265,43,12,7,6,5,2,2,,,
G,6/24/2022,236,35,10,7,1,2,4,2,,,
G,6/25/2022,266,39,10,2,7,3,2,4,,,
G,6/26/2022,259.5,30,6,4,6,4,1,2,,,
G,6/27/2022,181,47,19,5,5,3,1,2,,,
G,6/28/2022,157,55,17,8,3,4,1,1,,,
G,6/29/2022,141.5,45,18,4,2,,,1,,,
G,6/30/2022,140,50,12,9,2,2,,4,1,,
G,7/1/2022,120,45,14,5,1,1,,1,,,
G,7/2/2022,233,43,13,8,3,4,2,3,,,
G,7/3/2022,137,29,12,4,1,,,,,,
G,7/4/2022,135,51,25,6,,,,,,,
G,7/5/2022,270,45,8,6,7,3,2,4,,,
G,7/6/2022,130.5,43,18,2,2,,1,,,,
G,7/7/2022,133.5,38,12,2,,1,3,1,,,
G,7/8/2022,204,44,12,8,4,1,2,2,,,
G,7/9/2022,219,41,10,9,1,2,1,6,,,
G,7/10/2022,200,46,13,4,2,2,2,8,,,
G,7/11/2022,561,37,7,4,2,1,3,9,4,1,
G,7/12/2022,362.5,45,6,7,4,1,3,13,1,,
G,7/13/2022,249,34,8,6,4,2,1,6,,,
G,7/14/2022,176,37,12,1,2,1,2,9,,,
G,7/15/2022,192.5,36,10,6,1,,5,3,,,
G,7/16/2022,144,24,8,1,,3,,3,,,
G,7/17/2022,144,33,9,4,1,2,1,1,,,
G,7/18/2022,225,41,13,5,6,2,2,5,,,
G,7/19/2022,268,44,10,7,2,2,4,7,,,
G,7/20/2022,230,43,15,11,6,2,,,,,
G,7/21/2022,128,42,16,6,,1,,,,,
G,7/22/2022,207.5,36,11,6,2,3,2,3,,,
G,7/23/2022,207,36,11,5,4,2,2,2,,,
G,7/24/2022,196,38,12,7,5,3,1,,,,
G,7/25/2022,167,48,23,4,3,2,1,,,,
G,7/26/2022,141,45,17,6,2,,,,,,
G,7/27/2022,130.5,39,16,5,1,,1,1,,,
G,7/28/2022,236.5,50,17,4,6,5,4,4,,,
G,7/29/2022,139,44,22,4,1,1,1,,,,
G,7/30/2022,115,23,6,2,1,,,1,,,
G,7/31/2022,180,43,11,8,3,,4,1,,,
G,8/1/2022,127.5,47,14,3,2,3,2,1,,,
G,8/2/2022,188.5,50,17,8,5,1,1,3,,,
G,8/3/2022,158,42,16,8,3,1,,,,,
G,8/4/2022,324,44,9,8,3,4,4,6,1,,
G,8/5/2022,199,38,14,3,4,4,1,1,,,
G,8/6/2022,116,34,13,1,1,,,,,,
G,8/7/2022,113,31,9,1,1,,,,2,,
G,8/8/2022,161,53,21,5,2,3,3,3,,,
G,8/9/2022,189,52,15,9,3,1,,3,3,,
G,8/10/2022,164,37,9,4,7,,,3,,,
G,8/11/2022,298,43,11,6,6,3,3,3,,,
G,8/12/2022,146.5,42,19,3,2,,,1,2,,
G,8/13/2022,224,43,16,3,5,2,,5,2,1,
G,8/14/2022,172,37,11,6,3,,1,1,,,
G,8/15/2022,203,50,16,3,4,4,2,5,1,,
G,8/16/2022,144,44,13,5,4,,,1,1,,
G,8/17/2022,277,48,12,3,10,3,2,8,,,
G,8/18/2022,209,36,14,5,2,5,2,,1,,
G,8/19/2022,190,37,14,6,4,2,1,1,,,
G,8/20/2022,236,31,7,6,4,2,3,,,,
G,8/21/2022,197,37,18,3,1,3,1,3,,,
G,8/22/2022,307,67,18,6,6,12,2,9,2,,
G,8/23/2022,317,41,9,7,4,4,2,4,3,,
G,8/24/2022,167,40,13,3,4,1,3,4,,,
G,8/25/2022,177,44,19,6,2,1,2,2,,,
G,8/26/2022,147,41,19,8,1,,1,,,,
G,8/27/2022,123,29,12,3,1,,2,,,,
G,8/28/2022,137,35,14,5,1,,,,,,
G,8/29/2022,214,41,7,2,4,6,1,5,,,
G,8/30/2022,166.5,35,11,10,1,1,,1,,,
G,8/31/2022,201.5,48,13,9,7,2,1,,,,
G,9/1/2022,288.5,41,17,3,2,3,4,9,,,
G,9/2/2022,161,50,16,9,,1,2,3,,,
G,9/3/2022,184,46,18,7,4,1,3,2,,,
G,9/4/2022,303,44,13,5,7,5,4,4,,,
G,9/5/2022,180,32,11,4,1,5,,2,,,
G,9/6/2022,430,36,8,1,3,,3,13,1,,
G,9/7/2022,194,43,12,4,8,2,1,2,,,
G,9/8/2022,596,54,7,6,3,3,7,15,3,1,
G,9/9/2022,184.5,37,13,3,1,3,1,8,,,
G,9/10/2022,159,45,11,3,3,3,4,3,,,
G,9/11/2022,227,39,12,1,4,,5,8,,1,
G,9/12/2022,215,40,16,6,4,2,4,,,,
G,9/13/2022,149.5,29,14,,4,1,,,1,,
G,9/14/2022,190,38,17,6,2,1,1,3,,,
G,9/15/2022,402,47,12,6,2,3,4,15,1,,
G,9/16/2022,322.5,36,7,8,4,1,3,5,1,,
G,9/17/2022,107,17,4,3,1,,,,,,
G,9/18/2022,104,36,6,3,2,1,1,1,,1,
G,9/19/2022,382.5,40,7,4,1,2,2,12,2,,
G,9/20/2022,250,41,9,8,7,3,2,3,,,
G,9/21/2022,378,40,6,6,7,4,2,7,,,
G,9/22/2022,425,37,6,3,5,3,3,9,1,,
G,9/23/2022,314,51,8,10,4,5,5,6,2,1,
G,9/24/2022,525.5,36,5,2,2,6,4,10,,,
G,9/25/2022,376,40,9,4,2,3,6,9,1,,
G,9/26/2022,699,43,2,4,,4,5,16,5,,
G,9/27/2022,443,42,3,4,4,1,5,9,3,,
G,9/28/2022,526,43,8,3,2,8,3,13,,,
G,9/29/2022,322,46,10,8,3,2,1,11,2,2,
G,9/30/2022,543,40,6,5,4,3,3,13,1,,
G,10/1/2022,233,39,15,2,1,4,3,7,,,
G,10/2/2022,367,49,11,6,1,7,7,9,,,
G,10/3/2022,349,52,9,10,3,4,7,9,,,
G,10/4/2022,322,43,4,9,1,4,5,8,1,1,
G,10/5/2022,613,40,5,2,4,2,4,14,3,,
G,10/6/2022,44,31,1,,,,,,,,
G,10/7/2022,260,37,10,10,2,1,,5,1,,
G,10/8/2022,253,42,12,7,2,4,1,6,1,,
G,10/9/2022,268,43,9,12,5,4,1,5,,,
G,10/10/2022,559,46,6,3,4,6,3,15,2,,
G,10/11/2022,504,47,8,2,3,5,4,12,3,,
G,10/12/2022,799,42,1,2,4,5,3,15,5,1,
G,10/13/2022,497,38,5,5,2,3,4,10,3,,
G,10/14/2022,451,34,5,4,6,4,3,7,,,
G,10/15/2022,242.5,39,10,5,4,1,2,5,2,,
G,10/16/2022,557,40,7,3,,3,1,12,3,2,
G,10/17/2022,699,39,3,3,2,1,4,15,3,,
G,10/18/2022,268.5,33,8,2,5,3,1,6,1,,
G,10/19/2022,718.5,45,7,2,2,2,2,20,,1,
G,10/20/2022,402,35,5,3,7,3,4,5,1,,
G,10/21/2022,388.5,53,12,6,4,6,4,12,,,
G,10/22/2022,197,42,10,1,3,1,4,8,,,
G,10/23/2022,376.5,48,4,10,7,,7,10,,,
G,10/24/2022,429,45,7,6,3,1,6,14,,,
G,10/25/2022,595,40,4,5,4,3,7,12,,1,
G,10/26/2022,223.5,46,12,6,6,5,1,2,,,
G,10/27/2022,378,41,8,5,6,4,3,4,2,1,
G,10/28/2022,265,47,10,10,3,,1,13,,,
G,10/29/2022,207,23,12,3,1,2,,,,,
G,10/30/2022,126,44,10,3,1,1,4,2,,2,
G,10/31/2022,543,39,5,6,5,3,2,14,,,
G,11/1/2022,247,40,11,8,6,2,4,2,,,
G,11/2/2022,525,48,7,4,9,6,4,8,3,3,
G,11/3/2022,530,36,6,4,2,2,3,10,2,1,
G,11/4/2022,257,38,10,10,3,2,1,2,,,
G,11/5/2022,154.5,37,14,3,2,2,,2,,,
G,11/6/2022,344,41,10,6,5,2,3,6,1,1,
G,11/7/2022,645,35,6,4,3,1,2,11,3,2,
G,11/8/2022,217,42,11,3,3,6,2,6,,,
G,11/9/2022,663,36,2,4,2,3,5,10,1,3,
G,11/10/2022,607.5,41,2,4,3,5,5,13,3,,
G,11/11/2022,225,48,12,8,1,2,4,8,,,
G,11/12/2022,201,34,9,9,2,1,1,1,,,
G,11/13/2022,174,40,8,3,1,1,,7,3,,
G,11/14/2022,440,32,5,3,4,1,,7,4,,
G,11/15/2022,409,40,5,8,6,3,3,9,,1,
G,11/16/2022,704,47,5,2,4,3,4,17,4,1,
G,11/17/2022,378,49,7,7,5,4,6,11,,,
G,11/18/2022,399,43,9,10,5,3,,12,1,1,
G,11/19/2022,172.5,32,14,4,1,,,4,,,
G,11/20/2022,976,32,6,2,2,,1,13,5,,
G,11/21/2022,372,37,7,3,1,5,4,9,1,,
G,11/22/2022,193,37,10,3,1,1,4,5,,,
G,11/23/2022,195,43,16,11,3,1,,2,,,
G,11/24/2022,682,45,9,1,3,3,1,13,4,3,
G,11/25/2022,647.5,40,5,3,2,1,5,15,3,,
G,11/26/2022,306,34,6,7,3,2,4,6,,,
G,11/27/2022,413,48,5,11,2,3,4,11,3,,
G,11/28/2022,954,44,1,4,2,3,1,21,6,1,
G,11/29/2022,326,34,6,6,5,4,,4,,1,
G,11/30/2022,509,47,2,7,6,3,2,15,3,,
G,12/1/2022,280,39,11,2,7,1,1,4,4,,
G,12/2/2022,209,45,12,8,4,,4,3,,,
G,12/3/2022,216.5,38,13,4,1,,3,6,,,
G,12/4/2022,461,28,4,4,4,3,1,5,4,,
G,12/5/2022,718,51,4,6,3,3,2,15,7,1,
G,12/6/2022,586.5,39,4,3,2,2,5,12,,1,
G,12/7/2022,191.5,38,12,6,,2,1,8,,,
G,12/8/2022,205,47,20,6,3,,3,6,2,1,
G,12/9/2022,225,46,17,5,3,3,,6,3,,
G,12/10/2022,156.5,35,14,4,3,2,,1,,,
G,12/11/2022,114,37,8,6,,,2,,,,
G,12/12/2022,309.5,43,14,2,1,4,5,9,1,,
G,12/13/2022,305.5,38,9,6,4,2,2,5,1,,
G,12/14/2022,174.5,44,12,5,1,1,,,,,
G,12/15/2022,211,36,4,2,,1,1,,,,
G,12/16/2022,197,37,9,3,1,2,1,,,,
G,12/17/2022,203,36,8,6,4,,1,,,,
G,12/18/2022,138.5,29,6,5,1,,,,,,
G,12/19/2022,219,48,8,4,4,,2,1,,,
G,12/20/2022,142.5,40,13,1,2,,1,1,,,
G,12/21/2022,273,37,5,9,1,2,,,,,
G,12/22/2022,99,36,3,1,,1,,2,,,
G,12/23/2022,168,34,10,4,3,,,1,,,
G,12/24/2022,120.5,26,9,,,,,,,,
G,12/25/2022,125,49,15,3,1,,,,,,
G,12/26/2022,129,38,2,1,2,2,1,1,,,
G,12/27/2022,304,37,5,5,7,2,1,1,,,
G,12/28/2022,174.5,40,9,7,3,1,,,,,
G,12/29/2022,204,37,9,5,4,,1,1,,,
G,12/30/2022,235,45,8,8,5,3,1,,,,
G,12/31/2022,108,35,4,6,,,,,,,
