Hospital,DOS (No Time),Median Decision to Departure,Total Admitted Pts,2-4 Hours,4-6 Hours,6-8 Hours,8-10 Hours,10-12 Hours,12-24 Hours,24-36 Hours,36-48 Hours,> 48 Hours
K,10/12/2021,162.5,34,17,5,,,1,2,1,,
K,10/13/2021,151,49,20,6,,2,1,4,,,
K,10/14/2021,144,47,19,4,2,2,1,,,,
K,10/15/2021,136,40,23,2,2,,1,,,,
K,10/16/2021,180.5,61,26,10,,,1,3,,,
K,10/17/2021,227,52,20,6,5,2,2,5,,,
K,10/18/2021,255.5,48,9,9,6,1,2,6,1,,
K,10/19/2021,152,40,22,4,,2,,1,,,
K,10/20/2021,154,52,21,12,2,2,,,1,,
K,10/21/2021,183,51,18,8,6,,2,3,1,,
K,10/22/2021,191,53,20,15,3,2,,1,,,
K,10/23/2021,147,47,14,7,4,2,,2,,,
K,10/24/2021,128,36,12,3,1,1,,1,,1,
K,10/25/2021,176,57,25,16,3,,,,,,
K,10/26/2021,164.5,57,23,16,1,,,1,1,,
K,10/27/2021,169,43,22,7,2,1,,1,,,
K,10/28/2021,175,57,18,12,3,1,,2,,,
K,10/29/2021,157.5,52,18,10,1,,,3,,,
K,10/30/2021,196,51,19,5,5,2,3,6,,,
K,10/31/2021,267,38,11,7,2,,5,5,,,
K,11/1/2021,230,41,13,9,1,1,2,4,1,,
K,11/2/2021,236.5,66,23,9,8,4,4,7,,,
K,11/3/2021,181,45,23,7,1,1,,5,,,
K,11/4/2021,252.5,49,15,7,7,1,1,9,,,
K,11/5/2021,146,45,28,1,4,1,1,2,,,
K,11/6/2021,150,48,22,6,4,,,1,,,
K,11/7/2021,185.5,42,14,4,6,2,1,3,,,
K,11/8/2021,238,50,20,10,6,3,2,3,,1,
K,11/9/2021,260,51,17,8,7,2,2,3,4,2,
K,11/10/2021,205,49,10,5,4,,1,9,2,1,
K,11/11/2021,195,47,19,6,,2,1,7,1,,
K,11/12/2021,194,44,18,4,3,2,1,2,1,,
K,11/13/2021,184,40,16,9,3,,,1,,,
K,11/14/2021,152.5,46,12,8,6,,1,,2,,
K,11/15/2021,221,47,17,9,3,3,1,3,1,,
K,11/16/2021,182.5,40,15,5,4,1,,1,,,
K,11/17/2021,162,49,30,4,2,1,,2,,,
K,11/18/2021,154,39,16,3,2,3,,,,,
K,11/19/2021,175,43,22,6,1,,,,,,
K,11/20/2021,181,52,22,9,5,2,,1,1,,
K,11/21/2021,319,47,17,7,5,2,2,8,1,1,
K,11/22/2021,222,50,14,7,4,1,2,8,1,,
K,11/23/2021,181,58,17,8,2,3,2,1,4,2,
K,11/24/2021,138,47,26,2,,1,,,1,,
K,11/25/2021,216,40,12,8,7,,,4,,,
K,11/26/2021,211,50,16,10,1,4,1,4,2,,
K,11/27/2021,381,44,8,3,3,4,3,12,,1,
K,11/28/2021,319,36,8,5,1,2,3,7,2,2,
K,11/29/2021,285,41,10,4,4,6,1,5,2,,
K,11/30/2021,189,51,17,8,3,4,1,4,,,
K,12/1/2021,292,55,12,17,5,4,2,8,2,,
K,12/2/2021,225.5,40,12,7,3,,1,2,6,,
K,12/3/2021,270.5,44,14,9,1,4,4,5,1,,
K,12/4/2021,167.5,42,15,4,7,,1,4,,,
K,12/5/2021,156.5,36,11,4,2,1,1,2,,,
K,12/6/2021,303.5,55,13,7,6,2,5,8,1,1,
K,12/7/2021,586,48,5,4,2,6,5,10,5,2,
K,12/8/2021,250,41,10,6,1,2,1,8,1,2,
K,12/9/2021,294.5,43,15,6,6,5,1,5,,,
