Hospital,DOS (No Time),Median Decision to Departure,Total Admitted Pts,2-4 Hours,4-6 Hours,6-8 Hours,8-10 Hours,10-12 Hours,12-24 Hours,24-36 Hours,36-48 Hours,> 48 Hours
J,6/7/2022,102,16,6,,1,,,,,,
J,6/8/2022,83,19,2,2,,2,,,,,
J,6/9/2022,122,21,9,,,,,1,,,
J,6/10/2022,94,19,2,1,1,,,2,1,,
J,6/11/2022,77,23,4,3,,,,,,,
J,6/12/2022,78,24,7,1,,,,,,,
J,6/13/2022,84,21,6,,1,,,1,,,
J,6/14/2022,89.5,25,4,1,,1,,,,,
J,6/15/2022,107,18,3,,1,1,,,,,
J,6/16/2022,154,25,9,4,2,,,1,,,
J,6/17/2022,96,18,3,,3,,,,,,
J,6/18/2022,113,21,4,2,,1,,,,,
J,6/19/2022,95,15,4,,,,,,,,
J,6/20/2022,89,25,5,,,,,1,,,
J,6/21/2022,128,20,6,2,,1,,1,,,
J,6/22/2022,114.5,27,7,3,1,,2,,,,
J,6/23/2022,117,21,8,1,,,1,,,,
J,6/24/2022,168,16,6,2,,,1,1,,,
J,6/25/2022,139,20,3,2,1,1,,2,1,,
J,6/26/2022,126.5,25,7,6,,,,,,,
J,6/27/2022,330.5,24,5,6,3,,3,5,,,
J,6/28/2022,137,19,8,2,1,,1,1,,,
J,6/29/2022,163,32,15,1,,,,6,1,,
J,6/30/2022,120,13,3,1,,2,,,1,,
J,7/1/2022,144.5,24,10,2,,1,,1,,,
J,7/2/2022,173,19,8,4,1,,1,,,,
J,7/3/2022,127,16,2,1,1,2,1,1,,,
J,7/4/2022,166,19,10,1,,,1,2,1,,
J,7/5/2022,215.5,26,6,4,3,,,5,,,
J,7/6/2022,111,23,6,2,,2,,1,,,
J,7/7/2022,181,18,5,4,,,,1,,,
J,7/8/2022,188,22,6,4,2,,,1,,,
J,7/9/2022,91,17,5,,1,,,,,,
J,7/10/2022,145.5,14,9,2,1,,,,,,
J,7/11/2022,104,24,3,3,,1,,2,,1,
J,7/12/2022,115,26,4,4,2,1,,,,1,
J,7/13/2022,100,21,6,2,,,,1,,,
J,7/14/2022,138,25,9,5,,,,,,,
J,7/15/2022,147,25,10,2,1,1,2,,,,
J,7/16/2022,191,23,8,4,1,,,4,,,
J,7/17/2022,114.5,18,6,,1,2,,,,,
J,7/18/2022,236,15,3,4,3,,,,,,
J,7/19/2022,78,25,4,1,,,1,1,,,
J,7/20/2022,302,27,6,6,3,1,,6,,,
J,7/21/2022,220,25,5,3,4,1,1,3,1,,
J,7/22/2022,92,22,6,1,1,,1,,,,
J,7/23/2022,78,15,3,,,,,,,,
J,7/24/2022,99,15,4,,,,,1,,,
J,7/25/2022,110,16,6,,,,,1,,,
J,7/26/2022,109.5,21,7,1,,,,,,,
J,7/27/2022,72,25,5,4,,,,,,,
J,7/28/2022,112,18,7,,1,,1,,,,
J,7/29/2022,147.5,16,6,3,,,,1,,,
J,7/30/2022,166.5,20,7,5,2,,,,,,
J,7/31/2022,105,20,5,1,,,,,,,
J,8/1/2022,90,19,6,1,,,,,,,
J,8/2/2022,94,23,6,2,1,,,,,,
J,8/3/2022,228,28,6,6,,1,,4,1,1,
J,8/4/2022,194,31,14,2,3,1,,4,,,
J,8/5/2022,213,16,8,4,,1,1,,,,
J,8/6/2022,131,18,7,2,1,,,,,,
J,8/7/2022,102,17,4,,,,2,1,,,
J,8/8/2022,235,31,9,1,1,2,,8,2,,
J,8/9/2022,141,16,3,4,2,1,,,,,
J,8/10/2022,114,19,7,,1,,,1,,,
J,8/11/2022,197,25,9,4,3,2,1,2,,,
J,8/12/2022,97.5,25,5,4,1,,,1,,,
J,8/13/2022,137.5,20,4,2,3,,,2,,,
J,8/14/2022,322.5,14,3,2,3,,1,2,,,
J,8/15/2022,198.5,15,3,2,1,1,1,,,1,
J,8/16/2022,298,18,5,2,3,2,1,1,,,
J,8/17/2022,156,23,8,4,,,2,,,,
J,8/18/2022,277,29,9,4,3,3,1,4,,,
J,8/19/2022,148,22,6,2,1,,1,2,,,
J,8/20/2022,133,13,6,,,,,1,1,,
J,8/21/2022,77,13,2,2,,,,,,,
J,8/22/2022,213.5,20,6,3,1,2,,3,,,
J,8/23/2022,112.5,20,8,,1,,,,,,
J,8/24/2022,90.5,17,3,,,,,,1,,
J,8/25/2022,192,15,6,4,1,,,,,,
J,8/26/2022,110,23,7,1,,,1,1,,,
J,8/27/2022,78,19,4,,1,,,,,,
J,8/28/2022,95,25,9,2,,,,,,,
J,8/29/2022,209,27,3,4,2,2,1,3,,,
J,8/30/2022,165.5,25,9,3,2,1,,,,,
J,8/31/2022,119,19,6,1,,1,,1,,,
J,9/1/2022,390.5,20,5,3,2,3,,5,,,
J,9/2/2022,120.5,20,6,2,1,,,,1,,
J,9/3/2022,114,23,8,2,,,,,,,
J,9/4/2022,75,15,1,2,,,,,,,
J,9/5/2022,90.5,20,6,,,,,,,,
J,9/6/2022,65,14,3,,,,1,,,,
J,9/7/2022,128,34,10,4,,1,,3,1,,
J,9/8/2022,111,18,2,2,1,,,,,,
J,9/9/2022,221.5,18,4,6,,,,3,,,
J,9/10/2022,99,21,4,1,1,,1,,,,
J,9/11/2022,95,19,6,1,1,,,,,,
J,9/12/2022,109,35,7,1,1,,,6,1,,
J,9/13/2022,128.5,22,10,1,,1,,,,,
J,9/14/2022,103.5,28,8,2,,,,1,,,
J,9/15/2022,161,31,8,3,1,1,,5,,,
J,9/16/2022,112,15,3,2,1,,,,,,
J,9/17/2022,115,26,9,,2,1,,,,,
J,9/18/2022,112,25,4,2,2,2,,1,,,
J,9/19/2022,994,27,2,,1,2,,13,3,,
J,9/20/2022,140,13,2,2,1,,,,,1,
J,9/21/2022,106.5,16,4,1,,,,1,,,
J,9/22/2022,511,23,4,1,2,3,1,6,1,1,
J,9/23/2022,877.5,17,2,,1,,,9,1,,
J,9/24/2022,184,24,8,1,1,2,,3,,,
J,9/25/2022,166,21,3,1,2,2,,4,,,
J,9/26/2022,314,17,3,2,1,1,1,4,,1,
J,9/27/2022,307,26,5,1,2,1,3,5,,,
J,9/28/2022,179,16,7,4,,,,1,,,
J,9/29/2022,132,20,5,2,1,,1,,,,
J,9/30/2022,116,19,6,,,1,,1,,,
J,10/1/2022,99,18,4,1,,,,,,,
J,10/2/2022,71,26,6,,,1,,1,,,
J,10/3/2022,124,17,4,3,2,,,,,,
J,10/4/2022,353,29,5,7,7,,1,5,,,
J,10/5/2022,207,18,5,,,1,,6,1,,
J,10/6/2022,88,16,2,1,,1,1,,,,
J,10/7/2022,153,19,8,,,1,,3,,,
J,10/8/2022,111,17,2,2,2,,1,,,,
J,10/9/2022,72,19,1,2,,,,,,,
J,10/10/2022,241.5,22,6,3,1,1,,5,,,
J,10/11/2022,183,27,4,6,,2,1,3,,,
J,10/12/2022,217,19,5,3,2,1,1,2,,,
J,10/13/2022,177,11,6,1,,,1,,,,
J,10/14/2022,121,20,9,,1,,,,,,
J,10/15/2022,129,30,9,3,2,,1,,,,
J,10/16/2022,96,17,4,2,,,,,,,
J,10/17/2022,229,32,7,2,2,2,,8,,1,
J,10/18/2022,403,19,3,4,4,2,1,2,1,,
J,10/19/2022,184,17,8,2,1,,1,,,,
J,10/20/2022,780,19,2,2,3,1,,9,1,,
J,10/21/2022,314,29,4,2,,1,1,10,,,
J,10/22/2022,195.5,27,10,2,2,,2,5,,,
J,10/23/2022,174.5,21,3,4,2,2,,,,,
J,10/24/2022,552,17,1,3,2,1,2,4,,1,
J,10/25/2022,165.5,23,9,2,,1,,,1,,
J,10/26/2022,680,24,2,3,,1,3,10,1,,
J,10/27/2022,314,18,3,1,1,,1,5,,,
J,10/28/2022,108,24,9,,,1,1,,,,
J,10/29/2022,122.5,11,3,2,,,,,,,
J,10/30/2022,84,25,6,,1,,1,,,,
J,10/31/2022,213,22,5,,2,,2,5,1,,
J,11/1/2022,163,31,4,4,2,1,2,2,,,
J,11/2/2022,271,24,3,8,2,2,,3,,,
J,11/3/2022,127.5,26,8,2,,,1,3,,,
J,11/4/2022,106,20,5,,,1,,,,,
J,11/5/2022,141,15,10,1,,,1,1,,,
J,11/6/2022,137.5,21,7,4,3,,1,,,,
J,11/7/2022,132,23,9,1,,1,,1,,,
J,11/8/2022,86,18,2,1,2,,1,,,,
J,11/9/2022,86,24,6,3,,,,,,,
J,11/10/2022,101,22,8,1,,1,,,,,
J,11/11/2022,146,23,7,4,1,,,1,,,
J,11/12/2022,118,22,8,1,,,,,,,
J,11/13/2022,119,20,6,2,,1,,1,,,
J,11/14/2022,327,17,3,3,,1,,5,1,,
J,11/15/2022,184,25,10,,,,1,8,,,
J,11/16/2022,846,22,2,1,1,1,1,10,,,
J,11/17/2022,579,25,2,1,,3,,10,2,,
J,11/18/2022,158.5,23,7,4,2,1,,1,,,
J,11/19/2022,167.5,20,5,2,1,,1,3,,,
J,11/20/2022,127,14,5,,1,1,,,,,
J,11/21/2022,452,25,2,1,2,2,,8,2,,
J,11/22/2022,179,19,7,1,,1,,5,1,,
J,11/23/2022,384.5,20,2,3,3,3,2,2,1,,
J,11/24/2022,137,22,6,1,2,,2,2,,,
J,11/25/2022,219,36,9,4,3,1,,8,1,,
J,11/26/2022,164,20,7,2,,,,5,,,
J,11/27/2022,156.5,22,8,2,,,1,3,,,
J,11/28/2022,268,26,5,3,1,1,1,7,1,,
J,11/29/2022,281,22,4,6,2,1,,4,,,
J,11/30/2022,193,26,11,3,,1,1,3,,,
J,12/1/2022,750,21,4,,2,1,1,8,3,,
J,12/2/2022,220,22,3,3,4,2,1,1,,,
J,12/3/2022,91,16,3,2,1,,,,,,
J,12/4/2022,79,20,5,,,,,,,,
J,12/5/2022,135.5,22,4,,,,3,2,1,1,
J,12/6/2022,475.5,21,3,,4,4,1,4,,1,
J,12/7/2022,127,19,8,2,,,,,,,
J,12/8/2022,155.5,25,7,2,,,,7,,,
J,12/9/2022,196,25,10,5,,,1,3,,,
J,12/10/2022,227,18,3,1,2,3,1,1,,,
J,12/11/2022,139,24,9,4,,,,1,1,,
J,12/12/2022,324,21,4,2,,1,,8,,,
J,12/13/2022,213,26,6,3,,,1,8,,,
J,12/14/2022,509,24,1,,1,1,,4,,,
J,12/15/2022,381,21,,1,1,3,,,,,
J,12/16/2022,235,11,3,,2,1,,,,,
J,12/17/2022,132,19,6,,,2,1,,,,
J,12/18/2022,107,23,6,1,,,,,,,
J,12/19/2022,253,15,1,4,,1,,,,,
J,12/20/2022,219,32,4,4,,1,1,2,,,
J,12/21/2022,107.5,17,1,,,1,,,,,
J,12/22/2022,289,15,2,2,1,,1,,,,
J,12/23/2022,161,19,8,1,1,1,,,,,
J,12/24/2022,87.5,19,5,,,,1,,,,
J,12/25/2022,153,28,13,2,1,,,,,,
J,12/26/2022,165,29,6,5,1,,,2,,,
J,12/27/2022,171,24,2,1,1,1,,2,,,
J,12/28/2022,379,27,1,1,2,1,,3,,,
J,12/29/2022,252,20,2,5,,,,1,,,
J,12/30/2022,425,32,3,1,4,3,2,,,,
J,12/31/2022,140,21,4,3,,,,,,,
