Hospital,DOS (No Time),Median Decision to Departure,Total Admitted Pts,2-4 Hours,4-6 Hours,6-8 Hours,8-10 Hours,10-12 Hours,12-24 Hours,24-36 Hours,36-48 Hours,> 48 Hours
J,4/2/2022,71,21,3,3,,,,,,,
J,4/3/2022,77,10,,,,1,,,,,
J,4/4/2022,71.5,29,4,1,,,,3,,,
J,4/5/2022,132.5,26,8,1,1,2,,2,,,
J,4/6/2022,132.5,18,8,1,,1,,1,,,
J,4/7/2022,100.5,18,6,1,1,,,,,,
J,4/8/2022,103.5,22,4,2,,,,1,,,
J,4/9/2022,81,18,4,,,,,,,,
J,4/10/2022,68,14,1,,,,,,,,
J,4/11/2022,66,27,3,,1,,,1,,,
J,4/12/2022,78,28,5,1,1,,,1,,,
J,4/13/2022,86.5,22,3,,,,,1,,,
J,4/14/2022,87,17,4,,,,,,,,
J,4/15/2022,63,17,2,3,,,,,,,
J,4/16/2022,69,15,1,,,,,,,,
J,4/17/2022,55.5,23,3,,,1,,,,,
J,4/18/2022,126,19,5,2,1,1,,1,,,
J,4/19/2022,94.5,22,5,,1,,,,,,
J,4/20/2022,132,23,6,,,,1,5,,,
J,4/21/2022,191.5,24,9,2,1,1,,3,1,,
J,4/22/2022,126,25,7,2,1,,,3,,,
J,4/23/2022,134.5,12,4,1,,1,1,,,,
J,4/24/2022,127,28,7,4,1,,,1,2,,
J,4/25/2022,838,19,3,1,3,,1,9,1,,
J,4/26/2022,163.5,18,7,,1,1,1,,1,,
J,4/27/2022,94,25,4,3,1,,,1,,,
J,4/28/2022,178,14,6,4,,1,,,,,
J,4/29/2022,94,24,2,2,,,1,1,1,,
J,4/30/2022,64,21,2,,1,,,,,,
J,5/1/2022,104,24,6,2,,1,,,,,
J,5/2/2022,113.5,17,2,2,1,,2,,,,
J,5/3/2022,69.5,21,2,1,,,1,,,,
J,5/4/2022,129,19,5,2,1,,,2,,,
J,5/5/2022,145,23,5,1,1,1,2,3,,,
J,5/6/2022,165,19,9,2,,,,,,,
J,5/7/2022,60,23,4,1,,,,,,,
J,5/8/2022,82.5,22,5,,,,,,,,
J,5/9/2022,125,17,4,2,,1,,2,,,
J,5/10/2022,127,20,5,2,1,,1,,,,
J,5/11/2022,79,17,2,,,,,1,,,
J,5/12/2022,72,27,3,1,,,,,,,
J,5/13/2022,134,25,8,3,,2,,,,,
J,5/14/2022,96,21,3,1,2,,,,,,
J,5/15/2022,97,16,5,,,,,,,1,
J,5/16/2022,96,23,4,1,,1,,4,,,
J,5/17/2022,166,21,6,1,4,,1,,,,
J,5/18/2022,121,26,8,3,2,,,,,,
J,5/19/2022,148,23,9,1,2,,2,1,,,
J,5/20/2022,243.5,15,3,6,1,,,,,,
J,5/21/2022,84,20,3,1,1,,,,,,
J,5/22/2022,64.5,16,2,,,,,,,,
J,5/23/2022,168.5,30,11,2,1,,,5,,,
J,5/24/2022,102,20,4,3,1,,,,,,
J,5/25/2022,112,22,7,2,,,,,,1,
J,5/26/2022,94,18,3,,1,2,,,,,
J,5/27/2022,82.5,22,4,2,,,,,1,,
J,5/28/2022,87,33,9,2,,,,,,,
J,5/29/2022,84.5,24,6,1,1,,,,,,
J,5/30/2022,107,24,8,2,1,,,,,,
J,5/31/2022,81,21,2,1,,,,,,,
J,6/1/2022,125,27,6,4,,2,,1,1,,
J,6/2/2022,516.5,31,2,5,1,2,1,13,,,
J,6/3/2022,359,23,2,5,2,3,,5,,1,
J,6/4/2022,85,13,,1,,,,1,,,
J,6/5/2022,90.5,15,2,,,1,1,,,,
J,6/6/2022,106.5,22,6,,1,,,2,,,
